,id,usuario_id,curp,nombres,apellido_paterno,apellido_materno,fecha_nacimiento,genero,nacionalidad,talla_playera,talla_pantalon,talla_calzado,peso,estatura,banco,nivel_estudios,nivel_estudios_deseado,experiencia_ciencia,experiencia_arte,interes_desarrollo_comunitario,razones_interes,profesion_interes,interes_incorporacion,codigo_postal,estado,colonia,municipio,localidad,calle,numero_exterior,numero_interior,estado_deseado,municipio_deseado,certificado,identificacion,estado_cuenta
78,79,85,DEJN7316W13ALSJ0,Carmen,Salazar,Villarreal,1968-02-13,O,Ecuatoriano,M,XS,27,81.47,2.00,HSBC,Preparatoria,Preparatoria,Física,Teatro,True,Razón 3,Profesión 2,Interés 4,47290,Jalisco,La Fortuna,San José de Gracia,Tepezalá,Juárez,358,64,Jalisco,Asientos,/,/,/
79,80,86,TEDC9592L98UDKK1,Patricia,Cárdenas,Carrillo,1966-07-28,O,Trinitense,XS,XL,24,76.50,2.00,Banorte,Secundaria,Secundaria,Ninguna,Teatro,True,Razón 5,Profesión 4,Interés 3,40065,Guerrero,San Antonio,Asientos,Cosío,Martínez,622,75,Hidalgo,Jesús María,/,/,/
80,81,87,ZERG4813T95EMZB6,Jorge,Villarreal,Vega,1997-10-14,M,Barbadense,S,M,33,48.18,2.00,Banamex,Secundaria,Secundaria,Ninguna,Artes Plásticas,True,Razón 1,Profesión 3,Interés 4,62638,Morelos,La Unión,Jesús María,Cosío,Díaz,899,47,Aguascalientes,Cosío,/,/,/
81,82,88,LOBG5669F45AYMG1,Ernesto,Sosa,Castillo,1995-03-04,O,Nevisiano,M,M,23,105.23,2.00,Banorte,Preparatoria,Preparatoria,Otro,Teatro,False,Razón 3,Profesión 5,Interés 3,81449,Sinaloa,La Montaña,Tepezalá,Tepezalá,Cortés,987,60,Durango,San José de Gracia,/,/,/
82,83,89,HOFP0167W07IDDP8,Rosa,Aguirre,Morales,1997-11-16,F,Dominiqués,XXL,L,26,50.11,2.00,Santander,Licenciatura,Licenciatura,Ninguna,Ninguna,True,Razón 4,Profesión 5,Interés 5,43955,Hidalgo,La Cumbre,Aguascalientes,Aguascalientes,Aguirre,200,86,Morelos,Asientos,/,/,/
83,84,90,SIZL4372X16OWHX4,Isabel,Ruiz,Salazar,1996-09-03,O,Sanmartinense,XS,M,27,110.82,2.00,Scotiabank,Secundaria,Secundaria,Ninguna,Artes Plásticas,True,Razón 2,Profesión 2,Interés 1,63082,Nayarit,La Playa,Pabellón de Arteaga,Cosío,Medina,701,99,Tabasco,Ensenada,/,/,/
84,85,91,XIJV9009J71OTSV0,Nancy,Villanueva,Vega,1983-02-21,O,Boliviano,XXL,XS,34,76.31,2.00,Banorte,Licenciatura,Licenciatura,Otro,Literatura,False,Razón 4,Profesión 5,Interés 1,60453,Michoacán,La Gloria,San José de Gracia,Jesús María,Carrillo,718,64,Guerrero,Asientos,/,/,/
85,86,92,CAVT2903Z31EYJC0,Mauricio,Rojas,Pérez,2002-08-15,F,Luciano,XS,XL,33,111.47,2.00,Scotiabank,Preparatoria,Preparatoria,Otro,Ninguna,False,Razón 3,Profesión 2,Interés 2,47388,Jalisco,La Montaña,Ensenada,Jesús María,Zaragoza,457,86,Oaxaca,Tepezalá,/,/,/
86,87,93,NUXR2339J65OTXJ8,Marisol,Zamora,Villalobos,1997-07-24,M,Costarricense,XS,XL,30,118.93,2.00,Inbursa,Secundaria,Secundaria,Química,Artes Plásticas,True,Razón 3,Profesión 1,Interés 4,20943,Aguascalientes,La Cruz,Rincón de Romos,Pabellón de Arteaga,Pérez,651,75,Tabasco,Pabellón de Arteaga,/,/,/
87,88,94,LABC0002M91ARRG5,Jorge,Carrillo,Medina,1986-03-03,M,Nicaragüense,M,M,25,108.21,2.00,HSBC,Secundaria,Secundaria,Biología,Ninguna,False,Razón 4,Profesión 1,Interés 3,83698,Sonora,San Antonio,Rincón de Romos,San José de Gracia,Álvarez,823,36,Puebla,Cosío,/,/,/
88,89,95,XOML1179B86UMKG2,Carlos,Rosas,Valencia,1991-01-13,O,Española,XXL,S,25,66.68,2.00,Banco del Bajío,Primaria,Primaria,Biología,Literatura,False,Razón 5,Profesión 2,Interés 2,98828,Zacatecas,La Rinconada,Ensenada,Pabellón de Arteaga,González,301,1,Sinaloa,El Llano,/,/,/
89,90,96,MUVH3686C41OGMJ9,Cecilia,Pacheco,Lara,1987-02-24,M,Colombiana,S,M,35,104.55,2.00,Banco del Bajío,Licenciatura,Licenciatura,Otro,Literatura,False,Razón 3,Profesión 3,Interés 3,98997,Zacatecas,La Gloria,Ensenada,Tepezalá,Díaz,422,21,Mexico,Asientos,/,/,/
90,91,97,KEWD3911M80AKRW2,Ángel,Vega,Valencia,1965-01-08,O,Hondureño,XS,XL,33,56.45,2.00,BanCoppel,Licenciatura,Licenciatura,Otro,Ninguna,True,Razón 5,Profesión 1,Interés 1,29086,Chiapas,La Paz,Ensenada,Tepezalá,Vázquez,334,50,Jalisco,San José de Gracia,/,/,/
91,92,98,VELF1060Q99IHWX5,Lilia,Zamora,Montes,1994-09-10,O,Sanvicentino,M,M,32,113.84,2.00,Inbursa,Preparatoria,Preparatoria,Física,Teatro,False,Razón 2,Profesión 5,Interés 2,76777,Querétaro,La Cañada,Pabellón de Arteaga,Asientos,Herrera,417,94,Baja California Sur,Asientos,/,/,/
92,93,99,MACR0790M39OQXF5,Roberto,Morales,Bautista,1991-05-26,O,Argentino,S,M,26,118.38,2.00,Banco Azteca,Primaria,Primaria,Física,Artes Plásticas,False,Razón 4,Profesión 4,Interés 1,69756,Oaxaca,San Pedro,Rincón de Romos,Calvillo,Díaz,722,19,Baja California,Aguascalientes,/,/,/
93,94,100,BOWF2190R84OBGW3,Rosa,Lara,Martínez,1974-03-05,F,Ecuatoriana,S,L,30,59.14,2.00,Banco del Bajío,Preparatoria,Preparatoria,Otro,Teatro,False,Razón 1,Profesión 3,Interés 2,31610,Chihuahua,La Colina,Aguascalientes,Calvillo,López,368,45,San Luis Potosí,Aguascalientes,/,/,/
94,95,101,GUYM4986S23ARNV4,Norma,Santos,Zamora,1963-06-10,M,Sanvicentino,XXL,XL,23,52.00,2.00,Banorte,Secundaria,Secundaria,Química,Música,False,Razón 5,Profesión 3,Interés 3,50502,Estado de México,La Fe,El Llano,Cosío,Gómez,955,83,Yucatan,Asientos,/,/,/
95,96,102,DODM3913J86OHGQ8,Lilia,Villanueva,Esparza,1999-12-07,M,Jamaicano,L,M,31,46.81,2.00,Banco del Bajío,Licenciatura,Licenciatura,Química,Ninguna,False,Razón 1,Profesión 2,Interés 5,42844,Hidalgo,La Cruz,Cosío,Calvillo,Flores,907,100,Puebla,El Llano,/,/,/
96,97,103,TARD5840S35OMBG2,Manuel,Aguirre,Escobar,1985-06-14,M,Figueroense,XS,XXL,35,84.51,2.00,BBVA,Primaria,Primaria,Física,Música,True,Razón 2,Profesión 5,Interés 1,57754,Estado de México,La Joya,Jesús María,Aguascalientes,Torres,232,76,Morelos,Jesús María,/,/,/
97,98,104,DEWQ7603D39OVQZ3,Daniel,Juárez,Esparza,1973-08-03,F,Dominicano,S,S,29,112.91,2.00,BBVA,Secundaria,Secundaria,Biología,Literatura,True,Razón 3,Profesión 3,Interés 3,76390,Querétaro,La Perla,Cosío,Jesús María,Morales,474,35,Coahuila,Pabellón de Arteaga,/,/,/
98,99,105,SEVW4412Y31ABSK6,Norma,Cabrera,Ortiz,1982-09-22,F,Trinitense,XXL,XL,32,113.68,2.00,Banorte,Licenciatura,Licenciatura,Ninguna,Artes Plásticas,True,Razón 3,Profesión 2,Interés 3,32692,Chihuahua,La Isla,Rincón de Romos,Aguascalientes,Rojas,980,51,Aguascalientes,Rincón de Romos,/,/,/
99,100,106,QOJM9636R02UDWH3,Dulce,Silva,Zamora,1981-02-19,O,Cubano,XS,M,35,76.91,2.00,Santander,Preparatoria,Preparatoria,Química,Artes Plásticas,True,Razón 1,Profesión 2,Interés 3,32662,Chihuahua,La Isla,Pabellón de Arteaga,Jesús María,Cortés,10,38,Puebla,Rincón de Romos,/,/,/
100,101,107,FAHT7826F38OLGL3,Martha,Aguirre,Cortés,1996-05-25,F,Panameña,XS,XXL,30,89.90,2.00,Inbursa,Licenciatura,Licenciatura,Ninguna,Artes Plásticas,False,Razón 1,Profesión 4,Interés 3,88901,Tamaulipas,La Cumbre,Ensenada,Rincón de Romos,Torres,901,45,Tamaulipas,Pabellón de Arteaga,/,/,/
101,102,108,TUJL5812J58UNXK3,Claudia,Gallardo,Valdés,1980-12-19,F,Dominicana,XXL,XS,30,67.77,2.00,Inbursa,Primaria,Primaria,Química,Ninguna,False,Razón 3,Profesión 2,Interés 3,83752,Sonora,La Playa,El Llano,Rincón de Romos,Cortés,390,28,Sinaloa,Calvillo,/,/,/
102,103,109,RECR4441N77AWQQ8,Claudia,Bautista,Castillo,1983-08-13,O,Sanvicentino,XL,XL,25,48.21,2.00,Scotiabank,Licenciatura,Licenciatura,Física,Artes Plásticas,False,Razón 3,Profesión 4,Interés 3,76127,Querétaro,Centro,Pabellón de Arteaga,Cosío,Sánchez,184,13,Oaxaca,Ensenada,/,/,/
103,104,110,HOVR6916J11UCCB5,Lorena,Navarro,Jiménez,1968-03-21,O,Paraguaya,M,XS,28,101.02,2.00,Banorte,Primaria,Primaria,Biología,Literatura,False,Razón 5,Profesión 1,Interés 1,62487,Morelos,San Miguel,Rincón de Romos,Cosío,Pérez,383,54,Durango,Pabellón de Arteaga,/,/,/
104,105,111,XIYX2834K96OSDP1,Alejandro,Villalobos,Esparza,1969-04-26,M,Salvadoreña,XS,L,26,109.87,2.00,Santander,Primaria,Primaria,Física,Teatro,True,Razón 5,Profesión 2,Interés 3,99033,Zacatecas,La Colina,Tepezalá,Asientos,León,738,80,Guerrero,Asientos,/,/,/
105,106,112,WIHX9437C49EXFB8,Carmen,Sosa,Lara,1982-09-13,O,Sanmartinense,XXL,L,35,78.57,2.00,BanCoppel,Licenciatura,Licenciatura,Otro,Teatro,True,Razón 2,Profesión 2,Interés 5,28946,Colima,La Cruz,Rincón de Romos,Cosío,Ortiz,96,68,CDMX,San José de Gracia,/,/,/
106,107,113,YITZ0979B27URGY3,Martha,Zamora,Herrera,1975-06-10,F,Sancristobaleño,S,S,23,63.41,2.00,Inbursa,Preparatoria,Preparatoria,Biología,Música,True,Razón 2,Profesión 5,Interés 3,78396,San Luis Potosí,La Cascada,Calvillo,Cosío,León,400,57,CDMX,Jesús María,/,/,/
107,108,114,WAFR4726B84ORJS4,Maribel,Bautista,Mendoza,1964-07-05,O,Francesa,XXL,XXL,32,80.48,2.00,Santander,Secundaria,Secundaria,Biología,Literatura,False,Razón 1,Profesión 5,Interés 5,34607,Durango,La Cañada,San José de Gracia,Rincón de Romos,Carranza,827,50,Yucatan,Asientos,/,/,/
108,109,115,WOHP7304X53UWBK3,Beatriz,Valencia,Villalobos,1965-10-28,O,Haitiana,S,S,31,76.19,2.00,Banorte,Licenciatura,Licenciatura,Otro,Música,True,Razón 3,Profesión 5,Interés 1,28726,Colima,La Soledad,Cosío,Cosío,Mendoza,529,77,Tamaulipas,Pabellón de Arteaga,/,/,/
109,110,116,QUSK2690V57EDWX0,Isabel,López,Castillo,1965-07-16,M,Brasileña,S,XL,30,85.29,2.00,Banorte,Licenciatura,Licenciatura,Otro,Teatro,False,Razón 2,Profesión 3,Interés 2,86563,Tabasco,La Playa,Aguascalientes,Calvillo,Ramírez,111,31,Tabasco,El Llano,/,/,/
110,111,117,SIGB0964F31EXLG7,Fernando,Pérez,Pérez,1973-09-06,M,Peruano,M,S,35,75.18,2.00,Santander,Secundaria,Secundaria,Química,Literatura,True,Razón 4,Profesión 5,Interés 5,36044,Guanajuato,San José,El Llano,San José de Gracia,Morelos,931,75,Sonora,Pabellón de Arteaga,/,/,/
111,112,118,YAKM4849W76ARTN3,Martha,Cortés,Pacheco,1996-11-05,F,Granadino,L,XL,32,71.35,2.00,Santander,Primaria,Primaria,Física,Literatura,False,Razón 3,Profesión 4,Interés 1,95467,Veracruz,La Fe,Aguascalientes,Calvillo,Ramírez,377,75,Hidalgo,Ensenada,/,/,/
112,113,119,JUCX9314S55AXRP9,Laura,Cuevas,González,1986-11-22,F,Sanmartinense,XS,L,33,70.86,2.00,Banco Azteca,Preparatoria,Preparatoria,Biología,Ninguna,False,Razón 1,Profesión 2,Interés 1,16888,Ciudad de México,La Fe,Ensenada,Rincón de Romos,Juárez,81,85,Coahuila,Jesús María,/,/,/
113,114,120,VAFM3736C09OMCW0,Gerardo,Cisneros,Campos,1965-06-13,M,Italiana,XXL,L,29,102.83,2.00,BBVA,Preparatoria,Preparatoria,Química,Teatro,True,Razón 4,Profesión 1,Interés 4,28754,Colima,La Playa,Cosío,San José de Gracia,García,574,21,Yucatan,Tepezalá,/,/,/
114,115,121,PECX2964W91ADPT0,Lorena,Cisneros,Villanueva,1991-06-10,O,Sancristobaleño,L,L,35,49.38,2.00,Banco del Bajío,Secundaria,Secundaria,Química,Ninguna,True,Razón 5,Profesión 2,Interés 4,29410,Chiapas,San Pedro,Asientos,Aguascalientes,Juárez,718,25,Guerrero,El Llano,/,/,/
115,116,122,LIZW9470D19IZXS5,Nancy,Aguilar,Aguirre,1995-10-07,M,Barbudense,XL,XS,25,55.95,2.00,Banorte,Secundaria,Secundaria,Ninguna,Artes Plásticas,True,Razón 1,Profesión 5,Interés 4,28629,Colima,La Fe,Tepezalá,San José de Gracia,Torres,565,81,Nuevo León,El Llano,/,/,/
116,117,123,ZIHX7360J04OJSN9,Fernando,López,Villalobos,2003-02-08,O,Sanmartinense,XL,XL,23,47.46,2.00,Santander,Preparatoria,Preparatoria,Ninguna,Ninguna,True,Razón 3,Profesión 2,Interés 4,90893,Tlaxcala,La Montaña,Rincón de Romos,Jesús María,Herrera,540,65,Baja California,Ensenada,/,/,/
117,118,124,VIBH3020D44UJMG2,Manuel,Valenzuela,Flores,1995-02-27,F,Cubana,XL,XXL,35,96.74,2.00,BBVA,Preparatoria,Preparatoria,Química,Ninguna,False,Razón 2,Profesión 2,Interés 3,27290,Coahuila,La Soledad,Tepezalá,San José de Gracia,López,832,36,Zacatecas,Asientos,/,/,/
118,119,125,WAFR4469H29OBTV4,Antonio,Ruiz,Valenzuela,1963-10-17,M,Barbudense,S,M,25,74.87,2.00,Banorte,Licenciatura,Licenciatura,Química,Teatro,False,Razón 1,Profesión 5,Interés 2,27112,Coahuila,La Soledad,El Llano,Calvillo,Aguirre,664,25,Tlaxcala,Rincón de Romos,/,/,/
119,120,126,JOHY4507V80ABSS5,Armando,Sánchez,Jiménez,1982-08-10,M,Nevisiano,XL,XS,28,99.07,2.00,BanCoppel,Primaria,Primaria,Ninguna,Artes Plásticas,False,Razón 1,Profesión 1,Interés 3,81211,Sinaloa,La Cruz,El Llano,Aguascalientes,Santos,334,50,Zacatecas,Jesús María,/,/,/
120,121,127,XEZS0975J13OQKL4,Luis,Zamora,Campos,1973-09-13,O,Guayanés,XS,M,27,113.88,2.00,Banamex,Primaria,Primaria,Otro,Artes Plásticas,False,Razón 4,Profesión 4,Interés 3,92593,Veracruz,La Palma,Cosío,San José de Gracia,González,851,57,Guerrero,Calvillo,/,/,/
121,122,128,KAHJ3231R55URSN3,Verónica,Cervantes,Díaz,1960-01-27,M,Cubano,XL,XXL,27,94.87,2.00,Scotiabank,Preparatoria,Preparatoria,Otro,Música,False,Razón 3,Profesión 2,Interés 3,66677,Nuevo León,La Huerta,Pabellón de Arteaga,Cosío,Martínez,119,89,Michoacan,Jesús María,/,/,/
122,123,129,MOFQ8836R08AFFM1,Rosa María,Vargas,Valenzuela,1985-01-21,O,Puertorriqueño,XL,M,24,48.76,2.00,Banamex,Primaria,Primaria,Física,Artes Plásticas,True,Razón 1,Profesión 4,Interés 5,20821,Aguascalientes,La Luz,El Llano,Rincón de Romos,Ortiz,495,58,Yucatan,Asientos,/,/,/
123,124,130,ZUDM2877Q05IXVT6,Alberto,Pacheco,Valenzuela,1991-08-08,F,Salvadoreño,M,M,22,56.45,2.00,Banamex,Primaria,Primaria,Física,Ninguna,False,Razón 5,Profesión 5,Interés 5,29896,Chiapas,La Cascada,Aguascalientes,Rincón de Romos,Carrillo,142,71,Chihuahua,Calvillo,/,/,/
124,125,131,XOPL7168C00UBHH8,Rubén,Ruiz,Villanueva,1960-08-12,M,Venezolana,L,XS,35,114.61,2.00,BBVA,Preparatoria,Preparatoria,Otro,Literatura,True,Razón 1,Profesión 3,Interés 3,33016,Chihuahua,La Isla,Jesús María,Asientos,Morelos,796,48,Sonora,Aguascalientes,/,/,/
125,126,132,GAVZ1491G28IBGQ3,Lilia,Valencia,Esparza,1976-12-12,O,Guayanés,XS,XS,27,80.47,2.00,Inbursa,Licenciatura,Licenciatura,Biología,Ninguna,True,Razón 4,Profesión 5,Interés 3,42991,Hidalgo,La Joya,Asientos,Jesús María,Mendoza,286,44,Guanajuato,Calvillo,/,/,/
126,127,133,RIKJ4588H50IXXP5,Alberto,Villalobos,Cervantes,1981-02-11,O,Boliviana,S,XS,29,77.87,2.00,Banorte,Preparatoria,Preparatoria,Física,Ninguna,True,Razón 5,Profesión 2,Interés 2,28665,Colima,La Palma,Cosío,Tepezalá,Pérez,913,62,Tlaxcala,Calvillo,/,/,/
127,128,134,TUVH9127X20EYQB3,Claudia,Morales,Zamora,1977-11-18,M,Surinamés,XXL,M,27,81.32,2.00,BanCoppel,Secundaria,Secundaria,Ninguna,Ninguna,True,Razón 2,Profesión 3,Interés 4,73296,Puebla,La Loma,Rincón de Romos,Calvillo,Rivera,887,75,Durango,Jesús María,/,/,/
128,129,135,HEWS6810D33UXMF6,Patricia,Vega,Cuevas,1991-10-08,F,Boliviano,XL,XL,32,105.17,2.00,BanCoppel,Primaria,Primaria,Química,Música,False,Razón 2,Profesión 5,Interés 2,33071,Chihuahua,La Playa,El Llano,Rincón de Romos,Zaragoza,400,32,Baja California,El Llano,/,/,/
129,130,136,JAHB8981J94ALCL3,Raúl,Ruiz,Vega,1987-10-28,M,Ecuatoriana,XS,XXL,33,91.33,2.00,HSBC,Preparatoria,Preparatoria,Ninguna,Música,False,Razón 2,Profesión 3,Interés 4,43775,Hidalgo,La Paz,Ensenada,Rincón de Romos,Gómez,673,38,Coahuila,El Llano,/,/,/
130,131,137,KEPQ5887J98IPCY4,Elena,Aguayo,Santos,1983-11-16,M,Paraguayo,M,XS,27,56.13,2.00,Banco del Bajío,Preparatoria,Preparatoria,Física,Música,True,Razón 2,Profesión 5,Interés 3,23254,Baja California Sur,La Montaña,Tepezalá,Aguascalientes,Carranza,264,64,Hidalgo,Rincón de Romos,/,/,/
131,132,138,LAGG9790R99OTZB5,Pedro,Valenzuela,Aguilar,1992-04-26,F,Guayanés,XXL,M,26,43.62,2.00,HSBC,Secundaria,Secundaria,Biología,Literatura,True,Razón 4,Profesión 3,Interés 1,30817,Chiapas,La Huerta,San José de Gracia,Calvillo,Ramírez,919,71,Quintana Roo,Asientos,/,/,/
132,133,139,ZIVB1962V40IGVW1,Raúl,Fernández,Mendoza,1973-08-14,O,Santalucense,XS,L,34,71.07,2.00,BBVA,Primaria,Primaria,Otro,Música,True,Razón 4,Profesión 2,Interés 5,97814,Yucatán,San Miguel,Asientos,San José de Gracia,García,288,47,Puebla,San José de Gracia,/,/,/
133,134,140,PAPW2938V21AQTT1,Salvador,Rojas,Pacheco,1991-07-27,O,Surinamés,S,S,28,52.56,2.00,Inbursa,Licenciatura,Licenciatura,Biología,Música,True,Razón 1,Profesión 1,Interés 4,26870,Coahuila,San José,Rincón de Romos,Asientos,Sánchez,232,45,Tlaxcala,Calvillo,/,/,/
134,135,141,KICB2941R90AGHH6,Daniel,Vargas,Hernández,1977-09-07,O,Santalucense,XS,XS,23,119.84,2.00,BanCoppel,Licenciatura,Licenciatura,Ninguna,Ninguna,False,Razón 4,Profesión 2,Interés 2,86741,Tabasco,Santa María,Ensenada,Cosío,Morales,835,82,Puebla,Rincón de Romos,/,/,/
135,136,142,GIFG7504L92EDWZ8,Pedro,Valenzuela,Valenzuela,1991-11-23,M,Cubana,XL,S,31,113.27,2.00,Santander,Secundaria,Secundaria,Física,Ninguna,True,Razón 4,Profesión 3,Interés 3,23770,Baja California Sur,La Esperanza,Jesús María,Asientos,Reyes,106,8,Chihuahua,Aguascalientes,/,/,/
136,137,143,WAQH3789G12OJHY1,Roberto,Pérez,Vargas,1977-09-28,O,Nicaragüense,XXL,XS,23,91.03,2.00,Banorte,Secundaria,Secundaria,Química,Música,False,Razón 3,Profesión 5,Interés 1,32030,Chihuahua,San José,Tepezalá,Rincón de Romos,Mendoza,642,19,Quintana Roo,Tepezalá,/,/,/
137,138,144,GIXB5389S98ARPD2,Dora,González,Pérez,1976-03-03,F,Boliviana,S,XL,22,104.79,2.00,BanCoppel,Preparatoria,Preparatoria,Ninguna,Artes Plásticas,True,Razón 5,Profesión 5,Interés 4,34877,Durango,La Esperanza,Jesús María,Cosío,Cortés,187,37,San Luis Potosí,Tepezalá,/,/,/
138,139,145,MABN4943C61ACVX7,Guadalupe,Hernández,Bautista,1977-03-23,F,Sanvicentino,XXL,M,28,92.23,2.00,BanCoppel,Secundaria,Secundaria,Ninguna,Música,False,Razón 1,Profesión 2,Interés 2,48726,Jalisco,La Fortuna,Asientos,Cosío,Carrillo,145,58,Baja California,San José de Gracia,/,/,/
139,140,146,WIDZ2244X55IMSY3,Humberto,Salazar,Salazar,1976-06-18,M,Uruguayo,XL,L,29,76.72,2.00,BanCoppel,Secundaria,Secundaria,Ninguna,Ninguna,True,Razón 2,Profesión 1,Interés 1,32222,Chihuahua,La Unión,Tepezalá,Jesús María,Díaz,70,98,Colima,Pabellón de Arteaga,/,/,/
140,141,147,WIQP1328N43UZPB6,Verónica,León,Hernández,1996-12-02,M,Hondureña,XS,L,29,51.31,2.00,Banco Azteca,Primaria,Primaria,Química,Literatura,True,Razón 5,Profesión 1,Interés 3,41577,Guerrero,La Rinconada,Pabellón de Arteaga,Cosío,González,967,94,Quintana Roo,Jesús María,/,/,/
141,142,148,WEXK0721D30OJHM5,Carlos,Gallardo,Ramírez,1963-09-19,O,Barbadense,L,XS,34,116.42,2.00,Inbursa,Preparatoria,Preparatoria,Ninguna,Música,False,Razón 4,Profesión 3,Interés 1,57409,Estado de México,San José,San José de Gracia,Pabellón de Arteaga,Carrillo,217,28,Campeche,Cosío,/,/,/
142,143,149,QOGY4619K42UHWF1,Antonio,Fernández,Medina,1993-07-24,M,Sancristobaleño,L,S,35,87.81,2.00,Scotiabank,Preparatoria,Preparatoria,Física,Teatro,False,Razón 5,Profesión 2,Interés 2,74335,Puebla,La Cumbre,Asientos,Rincón de Romos,Martínez,903,59,Mexico,Aguascalientes,/,/,/
143,144,150,TIHB8960K47AHMF8,Sofía,Villarreal,Gallardo,1984-06-03,F,Figueroense,M,XS,24,84.04,2.00,Santander,Preparatoria,Preparatoria,Otro,Música,True,Razón 5,Profesión 4,Interés 1,78229,San Luis Potosí,La Montaña,Pabellón de Arteaga,Calvillo,Ruiz,401,24,Tlaxcala,Tepezalá,/,/,/
144,145,151,XIGL8006G47ISSS2,Gabriela,Esparza,Cisneros,1978-03-18,F,Colombiano,XL,XXL,24,86.77,2.00,Scotiabank,Preparatoria,Preparatoria,Otro,Teatro,False,Razón 4,Profesión 2,Interés 3,31357,Chihuahua,Santa María,Rincón de Romos,Calvillo,Santos,253,94,Sonora,Jesús María,/,/,/
145,146,152,RACD8491W45ILRJ1,Guadalupe,García,Jiménez,2001-04-25,F,Surinamés,S,XXL,35,103.94,2.00,Banco del Bajío,Secundaria,Secundaria,Química,Literatura,True,Razón 3,Profesión 5,Interés 1,23058,Baja California Sur,Centro,Cosío,Asientos,Díaz,693,66,Tabasco,Jesús María,/,/,/
146,147,153,JEFZ6655G75EDQW5,Adriana,Villarreal,Salazar,1969-06-08,O,Beliceño,L,M,26,91.50,2.00,Scotiabank,Preparatoria,Preparatoria,Física,Teatro,False,Razón 4,Profesión 1,Interés 5,61681,Michoacán,La Isla,Calvillo,Jesús María,Sánchez,862,100,San Luis Potosí,Calvillo,/,/,/
147,148,154,WOCP8306W82AKGR6,Salvador,Castillo,Jiménez,1989-05-26,O,Sanvicentino,S,XL,34,76.66,2.00,Scotiabank,Licenciatura,Licenciatura,Química,Música,False,Razón 2,Profesión 2,Interés 3,82104,Sinaloa,San Miguel,Asientos,Jesús María,Hernández,738,64,Quintana Roo,Rincón de Romos,/,/,/
148,149,155,LEYC1971G80URPP3,Roberto,Salazar,Cisneros,1968-03-23,M,Sanvicentino,XXL,XXL,33,75.67,2.00,Banco Azteca,Preparatoria,Preparatoria,Física,Artes Plásticas,False,Razón 4,Profesión 2,Interés 1,58962,Michoacán,La Sierra,San José de Gracia,Jesús María,Ortiz,674,28,Coahuila,Pabellón de Arteaga,/,/,/
149,150,156,ZEYX2752V64OSVB5,Rosa,Villalobos,Guzmán,1969-05-05,M,Trinitense,S,S,30,73.18,2.00,BanCoppel,Secundaria,Secundaria,Química,Artes Plásticas,False,Razón 5,Profesión 3,Interés 1,63306,Nayarit,La Estrella,Aguascalientes,Pabellón de Arteaga,Benito Juárez,17,85,Mexico,Calvillo,/,/,/
150,151,157,XUXG7326Z55IVHB6,Diana,Fernández,Torres,1966-02-01,O,Sancristobaleño,XS,XXL,32,98.56,2.00,HSBC,Preparatoria,Preparatoria,Física,Música,False,Razón 1,Profesión 1,Interés 2,68269,Oaxaca,La Fe,Aguascalientes,Aguascalientes,Zaragoza,395,17,Yucatan,Asientos,/,/,/
151,152,158,ZOWG5023J96OFLQ6,Claudia,Flores,Cabrera,1978-06-22,O,Jamaicano,S,XXL,28,80.41,2.00,Banorte,Preparatoria,Preparatoria,Física,Teatro,True,Razón 1,Profesión 1,Interés 3,79782,San Luis Potosí,La Perla,Calvillo,Aguascalientes,Revolución,543,85,Tabasco,Jesús María,/,/,/
152,153,159,ROCY1318N40IHCK5,Adriana,Fernández,García,1996-02-08,O,Uruguayo,M,L,26,63.37,2.00,HSBC,Primaria,Primaria,Ninguna,Música,False,Razón 5,Profesión 5,Interés 4,76111,Querétaro,La Perla,Tepezalá,Asientos,Martínez,160,69,CDMX,Rincón de Romos,/,/,/
153,154,160,NOFZ2570V36IXJG6,Raúl,Reyes,Carrillo,1971-02-07,M,Barbadense,M,S,32,85.32,2.00,Banco Azteca,Preparatoria,Preparatoria,Otro,Literatura,True,Razón 1,Profesión 1,Interés 4,28357,Colima,La Sierra,Jesús María,Jesús María,González,312,88,Chihuahua,Asientos,/,/,/
154,155,161,REDT1657Z88OXRD0,Yolanda,Medina,Santos,1982-02-26,M,Estadounidense,XL,XS,29,49.23,2.00,Banco Azteca,Licenciatura,Licenciatura,Ninguna,Literatura,False,Razón 5,Profesión 1,Interés 3,58249,Michoacán,La Isla,El Llano,San José de Gracia,González,202,67,Tabasco,Aguascalientes,/,/,/
155,156,162,LACB1213T68ITVQ0,Diana,Reyes,González,2000-05-13,M,Peruana,XS,S,24,45.54,2.00,HSBC,Licenciatura,Licenciatura,Ninguna,Artes Plásticas,True,Razón 3,Profesión 3,Interés 3,63549,Nayarit,La Huerta,Pabellón de Arteaga,Rincón de Romos,Carrillo,382,41,CDMX,Ensenada,/,/,/
156,157,163,TOMF1766H18EBXS2,Mónica,Jiménez,Medina,1976-07-17,O,Venezolano,XS,S,31,102.48,2.00,Santander,Licenciatura,Licenciatura,Otro,Teatro,False,Razón 4,Profesión 5,Interés 1,62149,Morelos,La Fe,Pabellón de Arteaga,El Llano,Gómez Farías,578,85,Campeche,Asientos,/,/,/
